c,run,jfi,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9
41,5,0.7785601866616363,0.18590252000103646,0.5368132130006416,0.5368422339997778,0.5949118420012383,0.5949445010010095,0.5949615400004404,0.594978113000252,0.6125856090002344,0.6126140079995821,0.6126250140005141
41,6,0.8992254913758629,0.3152942590004386,0.708171644999311,0.7082019729987223,0.7082171900001413,0.7082315589996142,0.7082454960000177,0.7108694750004361,0.7108973060003336,0.7109133209996799,0.7277026129995647
41,7,0.97714758155513,0.5708604129995365,0.8606489390003844,0.8606840619995637,0.8606991640008346,0.8799473590006528,0.8799870929997269,0.8800073790007445,0.887479285000154,0.8875071679995017,0.89247529900058
41,8,0.966256037534007,0.511359263000486,0.8301682689998415,0.8301994929988723,0.8302161769988743,0.8553558490002615,0.8553853390003496,0.8553948499993567,0.8554056809989561,0.8690525069996511,0.8690754170002037
41,9,0.8883922659186201,0.259884711000268,0.5698821049991238,0.5819668320000346,0.5820039419995737,0.5838947629999893,0.6193159760005074,0.6234916299999895,0.6235234180003317,0.6401115930002561,0.640143407999858
45,0,0.9140699609276848,0.3664539710007375,0.7599153129995102,0.7599506730002759,0.7599670510007854,0.7947153090008214,0.7947404010010359,0.7947517619995779,0.7947624680000445,0.7947732869997708,0.7947833130001527
45,1,0.9607018535380167,0.49123922100079653,0.734476474000985,0.8286755389999598,0.8287078260000271,0.828725913001108,0.8646954560008453,0.8647198400012712,0.8647317370014207,0.864744670001528,0.8647539900011907
45,2,0.9694016326375783,0.47499084299852257,0.7628947609991883,0.7629321069998696,0.7629502719992161,0.7629665189997468,0.7678173219992459,0.7851846689991362,0.7852072219993715,0.7852158629993937,0.7852265719993738
45,3,0.976280502032204,0.41202961999988474,0.5978243179997662,0.6116207109989773,0.611650037999425,0.6336567639991699,0.6336869489987293,0.6337028170000849,0.6506249019985262,0.6648948109996127,0.6649181459997635
45,4,0.8927639811339311,0.2869316129999788,0.6021023800003604,0.6228736049997678,0.6532158099998924,0.6532496950003406,0.6629602599987265,0.6872700929998246,0.6873004409990244,0.6873177170000417,0.6873298030004662
45,5,0.8056036097053747,0.22172570699876815,0.5865099749989895,0.6438576539985661,0.6438918779986125,0.6608273499987263,0.6608608629994706,0.6724868649998825,0.6734989099986706,0.6735116109994124,0.686172820000138
45,6,0.8863594147703858,0.24961546400118095,0.5479458179997891,0.5839909570004238,0.5840624259999458,0.5840784840002016,0.5840919600013876,0.5931559590007964,0.5931895800003986,0.6010951910011499,0.6158208890010428
45,7,0.8855335627649786,0.24297121100062213,0.554213345001699,0.5688594230014132,0.5688913900012267,0.568904982001186,0.5689210380005534,0.568935308001528,0.5828678940015379,0.5894033060012589,0.5917281340007321
45,8,0.8357668966936218,0.223406638000597,0.555421416000172,0.6056304960002308,0.605665057000806,0.6056804039999406,0.6056948750010633,0.6274344390003534,0.627464453000357,0.6306782060000842,0.630691234000551
45,9,0.8251743520475998,0.1986059490009211,0.5460642320012994,0.5460978570008592,0.5461146420002478,0.5511468690001493,0.5511787190007453,0.556690941000852,0.5731714339999598,0.5732024210010422,0.5829019290013093
49,0,0.7106049385527898,0.2284115220008971,0.754735893000543,0.7770574460009811,0.8425383470002998,0.8425724810003885,0.8781180670011963,0.8781512200002908,0.8781687170012447,0.8781849200004217,0.8883928360010032
